experiment,data-type,test-data,num_train,train_breakdown,train_type,num_test,test_breakdown,test_type,num_overlap,overlap-type,th_runs,subset,plda_rank,c_fa,c_miss,p_target,O1,O2,train-test_split,output_data,output_metrics,mindcf_fp_rate,mindcf_precision,mindcf_recall,mindcf_mcc,mindcf_fscore,mindcf_accuracy,mindcf_confusion,mindcf_threshold,mindcf_average
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_16.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_16_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_16_r500_s100metrics.json,8.33E-07,0.375,0.6,0.474341109,0.461538462,0.999998833,"[[      3       2]
 [      5 5999990]]",51.81831092,4.35E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_12.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_12_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_12_r500_s100metrics.json,3.33E-07,0.666666667,0.8,0.7302965,0.727272727,0.9999995,"[[      4       1]
 [      2 5999993]]",51.9948779,3.79E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_19.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_19_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_19_r500_s100metrics.json,0,1,0.6,0.77459654,0.75,0.999999667,"[[      3       2]
 [      0 5999995]]",51.35167581,3.70E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_13.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_13_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_13_r500_s100metrics.json,6.67E-07,0.428571429,0.6,0.507092074,0.5,0.999999,"[[      3       2]
 [      4 5999991]]",51.58069618,4.03E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_11.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_11_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_11_r500_s100metrics.json,6.67E-07,0,0,-7.45E-07,nan,0.9999985,"[[      0       5]
 [      4 5999991]]",51.48892419,3.73E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_10.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_10_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_10_r500_s100metrics.json,3.33E-07,0.5,0.4,0.447213186,0.444444444,0.999999167,"[[      2       3]
 [      2 5999993]]",51.24059881,4.12E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_15.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_15_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_15_r500_s100metrics.json,1.67E-07,0.5,0.2,0.316227423,0.285714286,0.999999167,"[[      1       4]
 [      1 5999994]]",51.23252297,4.03E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_17.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_17_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_17_r500_s100metrics.json,8.33E-07,0.285714286,0.4,0.338061054,0.333333333,0.999998667,"[[      2       3]
 [      5 5999990]]",51.06253991,3.81E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_18.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_18_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_18_r500_s100metrics.json,6.67E-07,0.2,0.2,0.199999333,0.2,0.999998667,"[[      1       4]
 [      4 5999991]]",51.4920917,3.85E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_14.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_14_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_14_r500_s100metrics.json,3.33E-07,0.5,0.4,0.447213186,0.444444444,0.999999167,"[[      2       3]
 [      2 5999993]]",52.53340813,3.74E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_20.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_20_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_20_r500_s100metrics.json,1.67E-07,0.5,0.2,0.316227423,0.285714286,0.999999167,"[[      1       4]
 [      1 5999994]]",51.75615506,4.61E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_29.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_29_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_29_r500_s100metrics.json,3.33E-07,0.5,0.4,0.447213186,0.444444444,0.999999167,"[[      2       3]
 [      2 5999993]]",52.1142813,4.26E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_28.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_28_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_28_r500_s100metrics.json,5.00E-07,0.4,0.4,0.3999995,0.4,0.999999,"[[      2       3]
 [      3 5999992]]",51.92430419,3.98E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_25.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_25_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_25_r500_s100metrics.json,5.00E-07,0.4,0.4,0.3999995,0.4,0.999999,"[[      2       3]
 [      3 5999992]]",52.39039795,4.20E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_23.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_23_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_23_r500_s100metrics.json,1.67E-07,0.666666667,0.4,0.516397478,0.5,0.999999333,"[[      2       3]
 [      1 5999994]]",50.25091654,3.91E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_24.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_24_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_24_r500_s100metrics.json,3.33E-07,0.333333333,0.2,0.258198416,0.25,0.999999,"[[      1       4]
 [      2 5999993]]",51.17560099,4.13E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_22.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_22_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_22_r500_s100metrics.json,6.67E-07,0.333333333,0.4,0.365147794,0.363636364,0.999998833,"[[      2       3]
 [      4 5999991]]",51.76443449,3.99E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_26.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_26_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_26_r500_s100metrics.json,5.00E-07,0.25,0.2,0.22360622,0.222222222,0.999998833,"[[      1       4]
 [      3 5999992]]",52.07770918,3.84E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_21.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_21_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_21_r500_s100metrics.json,1.67E-07,0.5,0.2,0.316227423,0.285714286,0.999999167,"[[      1       4]
 [      1 5999994]]",51.79709818,4.13E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_27.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_27_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_27_r500_s100metrics.json,5.00E-07,0.4,0.4,0.3999995,0.4,0.999999,"[[      2       3]
 [      3 5999992]]",51.912683,3.71E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_32.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_32_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_32_r500_s100metrics.json,3.33E-07,0.5,0.4,0.447213186,0.444444444,0.999999167,"[[      2       3]
 [      2 5999993]]",51.61933669,3.78E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_33.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_33_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_33_r500_s100metrics.json,5.00E-07,0.25,0.2,0.22360622,0.222222222,0.999998833,"[[      1       4]
 [      3 5999992]]",52.24785632,4.15E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_35.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_35_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_35_r500_s100metrics.json,3.33E-07,0.333333333,0.2,0.258198416,0.25,0.999999,"[[      1       4]
 [      2 5999993]]",51.77430035,4.32E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_34.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_34_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_34_r500_s100metrics.json,3.33E-07,0.5,0.4,0.447213186,0.444444444,0.999999167,"[[      2       3]
 [      2 5999993]]",51.97969331,4.35E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_39.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_39_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_39_r500_s100metrics.json,3.33E-07,0.333333333,0.2,0.258198416,0.25,0.999999,"[[      1       4]
 [      2 5999993]]",52.36701204,4.06E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_37.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_37_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_37_r500_s100metrics.json,1.67E-07,0.5,0.2,0.316227423,0.285714286,0.999999167,"[[      1       4]
 [      1 5999994]]",51.84585412,4.06E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_38.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_38_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_38_r500_s100metrics.json,1.67E-07,0.5,0.2,0.316227423,0.285714286,0.999999167,"[[      1       4]
 [      1 5999994]]",51.3474733,3.99E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_36.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_36_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_36_r500_s100metrics.json,1.67E-07,0.666666667,0.4,0.516397478,0.5,0.999999333,"[[      2       3]
 [      1 5999994]]",52.15003333,4.06E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_31.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_31_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_31_r500_s100metrics.json,1.67E-07,0.666666667,0.4,0.516397478,0.5,0.999999333,"[[      2       3]
 [      1 5999994]]",51.5750638,3.88E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_30.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_30_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_30_r500_s100metrics.json,6.67E-07,0.428571429,0.6,0.507092074,0.5,0.999999,"[[      3       2]
 [      4 5999991]]",52.33522108,4.27E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_45.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_45_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_45_r500_s100metrics.json,5.00E-07,0.5,0.6,0.547722147,0.545454545,0.999999167,"[[      3       2]
 [      3 5999992]]",51.69425289,3.75E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_40.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_40_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_40_r500_s100metrics.json,5.00E-07,0.571428571,0.8,0.676123094,0.666666667,0.999999333,"[[      4       1]
 [      3 5999992]]",52.21410716,3.60E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_46.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_46_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_46_r500_s100metrics.json,6.67E-07,0.2,0.2,0.199999333,0.2,0.999998667,"[[      1       4]
 [      4 5999991]]",51.90473473,4.21E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_44.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_44_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_44_r500_s100metrics.json,3.33E-07,0.5,0.4,0.447213186,0.444444444,0.999999167,"[[      2       3]
 [      2 5999993]]",51.44986539,3.81E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_42.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_42_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_42_r500_s100metrics.json,1.67E-07,0.75,0.6,0.670820151,0.666666667,0.9999995,"[[      3       2]
 [      1 5999994]]",52.83129148,4.34E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_49.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_49_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_49_r500_s100metrics.json,1.00E-06,0.142857143,0.2,0.169030034,0.166666667,0.999998333,"[[      1       4]
 [      6 5999989]]",51.4674358,3.92E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_48.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_48_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_48_r500_s100metrics.json,1.00E-06,0.333333333,0.6,0.447212999,0.428571429,0.999998667,"[[      3       2]
 [      6 5999989]]",51.28597643,3.91E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_47.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_47_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_47_r500_s100metrics.json,8.33E-07,0.285714286,0.4,0.338061054,0.333333333,0.999998667,"[[      2       3]
 [      5 5999990]]",51.24925867,3.99E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_41.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_41_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_41_r500_s100metrics.json,1.67E-07,0.75,0.6,0.670820151,0.666666667,0.9999995,"[[      3       2]
 [      1 5999994]]",51.8166436,3.78E-05
test-1,vox,vox,6000,6000 (vox),all,1000,1000 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00083333,0.005,./Speech_risk/speaker_info/test/1000/v_tr6000_all_te1000_1_o5_s_43.csv,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_43_r500_s100data.json,./Speech_risk/outputs/test/1000/v_tr6000_all_te1000_1_o5_s_43_r500_s100metrics.json,8.33E-07,0.375,0.6,0.474341109,0.461538462,0.999998833,"[[      3       2]
 [      5 5999990]]",51.30841927,3.76E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_r500_s100metrics.json,0,1,0.386503067,0.621502902,0.557522124,0.999386503,"[[    63    100]
 [     0 162837]]",54.01470305,3.97E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_4.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_4_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_4_r500_s100metrics.json,0,1,0.26993865,0.519366465,0.425120773,0.999269939,"[[    44    119]
 [     0 162837]]",56.80556808,4.20E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_5.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_5_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_5_r500_s100metrics.json,0,1,0.36809816,0.606519144,0.538116592,0.999368098,"[[    60    103]
 [     0 162837]]",54.60923797,3.82E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_9.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_9_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_9_r500_s100metrics.json,0,1,0.411042945,0.640937406,0.582608696,0.999411043,"[[    67     96]
 [     0 162837]]",55.48734433,3.98E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_1.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_1_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_1_r500_s100metrics.json,0,1,0.36809816,0.606519144,0.538116592,0.999368098,"[[    60    103]
 [     0 162837]]",57.5011894,4.08E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_6.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_6_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_6_r500_s100metrics.json,0,1,0.380368098,0.616548717,0.551111111,0.999380368,"[[    62    101]
 [     0 162837]]",55.27002248,3.92E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_2.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_2_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_2_r500_s100metrics.json,0,1,0.404907975,0.636134357,0.576419214,0.999404908,"[[    66     97]
 [     0 162837]]",53.86153318,4.00E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_3.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_3_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_3_r500_s100metrics.json,0,1,0.386503067,0.621502902,0.557522124,0.999386503,"[[    63    100]
 [     0 162837]]",55.15331295,3.68E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_7.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_7_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_7_r500_s100metrics.json,0,1,0.417177914,0.645704787,0.588744589,0.999417178,"[[    68     95]
 [     0 162837]]",53.15607014,3.83E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_8.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_8_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_8_r500_s100metrics.json,0,1,0.411042945,0.640937406,0.582608696,0.999411043,"[[    67     96]
 [     0 162837]]",55.00667632,4.14E-05
full-train-1,vox,vox,1000,1000 (vox),all,163,163 (vox),1,163,1,500,100,100,10,0.1,0.001,0.163,1,./Speech_risk/speaker_info/full_train2/1000/v_tr1000_all_te163_1_o163_s_11.csv,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_11_r500_s100data.json,./Speech_risk/outputs/full_train2/1000/v_tr1000_all_te163_1_o163_s_11_r500_s100metrics.json,0,1,0.411042945,0.640937406,0.582608696,0.999411043,"[[    67     96]
 [     0 162837]]",55.7129547,4.03E-05
